,wavelength,spire500,spire350,spire250,dnu
454,641.865,0.0328274,0,5.03E-06,-2933316080
455,646.011,0.0271446,0,4.61E-06,-2933316080
456,650.211,0.0223345,0,4.39E-06,-2933316080
457,654.467,0.0189013,0,4.25E-06,-2933316080
458,658.344,0.0173999,0,4.67E-06,-2933316080
459,662.707,0.0152185,0,5.32E-06,-2933316080
460,667.128,0.0131432,0,5.71E-06,-2933316080
461,671.609,0.0123788,0,6.14E-06,-2933316080
462,676.15,0.0112486,0,6.20E-06,-2933316080
463,680.289,0.0100257,0,6.00E-06,-2933316080
464,684.949,0.00901066,0,5.40E-06,-2933316080
465,689.672,0.00788651,0,4.77E-06,-2933316080
466,694.462,0.00677893,0,4.23E-06,-2933316080
467,698.83,0.00603532,0,3.90E-06,-2933316080
468,703.747,0.00550694,0,3.94E-06,-2933316080
469,708.735,0.00524411,0,4.46E-06,-2933316080
470,713.794,0.00457344,0,4.82E-06,-2933316080
471,718.925,0.00429761,0,5.18E-06,-2933316080
472,723.607,0.00376605,0,5.33E-06,-2933316080
473,728.881,0.00368947,0,5.24E-06,-2933316080
474,734.233,0.00338975,0,4.81E-06,-2933316080
475,739.664,0.00308612,0,4.38E-06,-2933316080
476,745.175,0.0029519,0,4.29E-06,-2933316080
477,750.206,0.00275465,0,4.23E-06,-2933316080
478,755.877,0.00235405,0,4.26E-06,-2933316080
479,761.634,0.00218828,0,4.58E-06,-2933316080
480,767.479,0.00212989,0,4.94E-06,-2933316080
481,772.817,0.00192537,0,5.19E-06,-2933316080
482,778.836,0.00165714,0,5.21E-06,-2933316080
483,784.949,0.0016044,0,5.55E-06,-2933316080
484,791.159,0.00147528,0,5.70E-06,-2933316080
485,797.468,0.00147411,0,6.31E-06,-2933316080
486,803.233,0.00135885,0,6.72E-06,-2933316080
487,809.737,0.00129159,0,7.14E-06,-2933316080
488,816.347,0.00120095,0,7.98E-06,-2933316080
489,823.066,0.00120497,0,8.83E-06,-2933316080
490,829.896,0.00111174,0,9.31E-06,-2933316080
491,836.141,0.00111642,0,9.83E-06,-2933316080
492,843.191,0.001034,0,1.02E-05,-2933316080
493,850.362,0.000916543,0,9.94E-06,-2933316080
494,857.654,0.000829344,0,9.52E-06,-2933316080
495,864.326,0.000719386,0,8.79E-06,-2933316080
496,871.862,0.000684789,0,9.11E-06,-2933316080
497,879.53,0.000646737,0,9.58E-06,-2933316080
498,887.334,0.000647242,0,9.99E-06,-2933316080
499,895.278,0.00053679,0,9.61E-06,-2933316080
500,902.55,0.000517203,0,1.02E-05,-2933316080
501,910.77,0.000496688,0,0.000129766,-2933316080
502,919.141,0.000512356,0,0.000132074,-2933316080
503,927.667,1.31E-06,0,0.000136951,-2933316080
504,936.353,1.14E-06,0,0.000133852,-2933316080
505,944.311,1.02E-06,0,0.000125641,-2933316080
506,953.313,8.27E-07,0,0.0001162,-2933316080
507,962.488,8.17E-07,0,0.000118998,-2933316080
508,971.842,7.69E-07,0,0.000119865,-2933316080
509,980.417,7.22E-07,0,0.000114115,-2933316080
510,990.124,6.36E-07,0,0.000113655,-2933316080
511,1000.03,5.04E-07,0,0.00010641,-2933316080
